,Unnamed: 0,BUSINESS ACCT#,DBA NAME,OWNERSHIP TYPE,ACTIVITY DESC,lon,lat
11126,11126,2015042139,EGLO INC,CORP,COMPUTERS,-117.16183000000001,32.731373
11127,11127,2011029785,EGO ID MEDIA,SOLE,printing & related support activities,-117.11648600000001,32.76332
11128,11128,2018018025,EGO MUSIC CALIFORNIA LLC,LLC,EDUCATION,-117.13148999999999,32.831406
11129,11129,2008042807,EGOLI MANAGEMENT SERVICES INC,SCORP,PROPERTY SERVICES,-117.23106999999999,32.962948
11130,11130,2013028082,EGRID SOLUTIONS,SOLE,COMPUTERS,-117.20573999999999,32.953552
11131,11131,2019002880,EHB CONSTRUCTION,SOLE,CONSTRUCTION,-117.90378,33.757490000000004
11132,11132,2007002750,EHEALTHLAND,H-W,electronic shopping & mail-order houses,-117.12754,32.947845
11134,11134,1991007412,EHMCKE SHEET METAL CORP,CORP,MANUFACTURING,-117.11166399999999,32.66398
11135,11135,2007001783,EHRET ELECTRIC,SOLE,CONSTRUCTION,-117.04876999999999,33.034187
11136,11136,2006012838,EHSANULLAH PARSA,SOLE,TRANSPORTATION,-117.106544,32.95355
11137,11137,2018000378,EICHHORST FISH CO,SOLE,fishing,-117.19858,32.819187
11138,11138,2012049920,EIDE INDUSTRIES INC,CORP,"building, developing & general contracting",-118.10587,33.88734
11139,11139,2013064045,EIGHT-TEN COMMERCIAL INC,CORP,"building, developing & general contracting",-117.031975,32.939648
11140,11140,2017011752,EIGHTEEN TEN STATE ST,LLC,PROPERTY SERVICES,-117.1667,32.7241
11141,11141,2019002083,EILEEN G LAVINE,SOLE,other direct selling establishments,-117.159325,32.94392
11142,11142,2018003800,EILEEN HALIGOWSKI MUA,SOLE,beauty salons,-117.23252,32.955593
11143,11143,2003020377,EILEEN PATRICIA KOCHERHANS,SOLE,barber shops,-117.15755,32.788315000000004
11144,11144,2004010618,EILEEN RODGERS,SOLE,PROPERTY SERVICES,-117.09722,32.79378
11145,11145,2007030597,EILEEN SONDAK,SOLE,ART AND PHOTOGRAPHY,-117.03423000000001,32.795376
11146,11146,2017008637,EINSTEIN BROS BAGELS 3690,CORP,limited-service eating places,-117.06183999999999,32.783504
11147,11147,2001012311,EINSTEIN BROTHERS BAGELS #1683,CORP,FOOD SERVICES,-117.11618999999999,32.80894
11148,11148,2001012312,EINSTEIN BROTHERS BAGELS #2426,CORP,FOOD SERVICES,-117.01096000000001,32.802147
11149,11149,2001012313,EINSTEIN BROTHERS BAGELS #2442,CORP,FOOD SERVICES,-117.20711499999999,32.748577000000004
11150,11150,2001012305,EINSTEIN BROTHERS BAGELS #886,CORP,FOOD SERVICES,-117.15403,32.775833
11151,11151,2001012306,EINSTEIN BROTHERS BAGELS #890,CORP,FOOD SERVICES,-117.230576,32.955196
11152,11152,2001012307,EINSTEIN BROTHERS BAGELS #891,CORP,FOOD SERVICES,-117.16145,32.746956
11153,11153,2001012308,EINSTEIN BROTHERS BAGELS #892,CORP,FOOD SERVICES,-117.23772,32.800488
11154,11154,2001012309,EINSTEIN BROTHERS BAGELS #893,CORP,FOOD SERVICES,-117.05899,33.001434
11155,11155,1998012262,EINSTEIN INDUSTRIES INC,CORP,SCIENCE,-117.175896,32.903763
11156,11156,1993005639,EINVIRONMENTAL DEVELOPMENT & ASSOCIATES,SOLE,SCIENCE,-117.00747,32.79593
11157,11157,2013023730,EISERTECH LLC,LLC,MANUFACTURING,-117.110565,32.913837
11158,11158,2018019855,EITAN ZUR MARINE,SOLE,TRANSPORTATION,-122.85515600000001,38.394740000000006
11159,11159,2002000116,EJ HUANG REFRIGERATION,SOLE,REPAIR SERVICES,-117.127205,32.908015999999996
11160,11160,2017012388,EJ INVESTMENT LLC,LLC,PROPERTY SERVICES,-117.11763,32.929382000000004
11161,11161,1997004545,EJ POOL SERVICE,SOLE,janitorial services,-117.03218999999999,32.695194
11162,11162,2017006684,EJL STAMPED CONCRETE,SOLE,CONSTRUCTION,-117.01926,32.73576
11163,11163,2014018034,EJO PROPERTIES LLC,LLC,PROPERTY SERVICES,-117.24982,32.72873
11164,11164,2008006130,EKCO METALS,SCORP,materials recovery facilities,-117.133026,32.705353
11166,11166,2005008449,EKLUND PROPERTIES,CORP,PROPERTY SERVICES,-117.094,32.814613
11167,11167,2011015722,EKOLOJIK INC,CORP,environmental consulting services,-117.059975,32.76201
11168,11168,2007003558,EKT FINANCIAL,H-W,NON-PROFIT,-117.09669,32.787690000000005
11169,11169,2002000307,EL AMIGO HANDYMAN,SOLE,REPAIR SERVICES,-117.11008999999999,32.572876
11170,11170,2009003706,EL CAJON GAS & MINI MARKET,CORP,RETAILERS,-117.06291,32.763729999999995
11171,11171,2013002461,EL CAMINO AUTO BODY,SOLE,AUTOMOTIVE,-117.11243,32.688927
11172,11172,1994011304,EL CAMINO CONSTRUCTION,SOLE,management consulting services,-117.31371999999999,33.14926
11173,11173,1974002231,EL CAMINO MEMORIAL PARK & MORTUARIES,CORP,RETAILERS,-117.192986,32.891624
11174,11174,1974008288,EL CENTRO ARTISANO,CORP,RETAILERS,-117.196266,32.75346
11175,11175,2004009967,EL CERRITO POOL SERVICE ,SOLE,other services to buildings & dwellings,-117.06781000000001,32.764668
11176,11176,2017000243,EL CHARRO TACO SHOP,SOLE,FOOD SERVICES,-117.212814,32.750690000000006
11177,11177,2015035411,EL CHENTE BARBER SHOP,PARTNR,barber shops,-117.09573999999999,32.749565000000004
11178,11178,2014039715,EL CHINO Y SUS COBRAS,SOLE,ART AND PHOTOGRAPHY,-117.14336999999999,32.698124
11179,11179,2018022486,EL CUBANO SANDWICHES,SOLE,FOOD SERVICES,-117.081276,32.792107
11180,11180,2015009280,EL DJ LOUIE PRODUCTIONS,SOLE,ART AND PHOTOGRAPHY,-117.10138,32.571922
11181,11181,2019005495,EL DORADO AUTOMOTIVE OF CALIFORNIA LLC,LLC,AUTOMOTIVE,-117.14007,32.758354
11182,11182,1987007006,EL DORADO PROPERTIES INC,CORP,PROPERTY SERVICES,-117.1006,32.781940000000006
11183,11183,1984000177,EL DORADO SANDBLASTING CO,CORP,SCIENCE,-117.13621,32.70532
11184,11184,1980267152,EL GRAN CATERING ,SOLE,caterers,-117.08393000000001,32.74173
11185,11185,2009004876,EL GUERO TACO SHOP,SCORP,FOOD SERVICES,-117.06243,32.560974
11186,11186,2002003260,EL GUERO TIRE SHOP,SOLE,RETAILERS,-117.14223500000001,32.70633
11187,11187,2018018090,EL HABANERO STREET TACOS,SOLE,FOOD SERVICES,-117.068504,33.10371
11188,11188,1974009325,EL INDIO SHOPS INC,CORP,FOOD SERVICES,-117.1803,32.742287
11189,11189,2019003924,EL JEFE TIRE SHOP,SOLE,tire dealers,-117.084404,32.575962
11190,11190,2018018226,EL K FE',NO/PRF,NON-PROFIT,-117.04776000000001,32.558357
11191,11191,2009015840,EL KORA MEXICAN RESTAURANT,SOLE,FOOD SERVICES,-117.017746,32.697697
11192,11192,2018021084,EL MARABINO GOURMET TACOS,SOLE,caterers,-117.23818999999999,32.70844
11193,11193,2001002855,EL MEXICANO MUSICAL,SOLE,SCIENCE,-117.16985,32.78634
11194,11194,1996008626,EL MUNDO DEL TANGO,CORP,FOOD SERVICES,-117.21406,32.803204
11196,11196,2003023293,EL PAISA,CORP,FOOD SERVICES,-117.12751000000002,32.695965
11197,11197,2016005643,EL PAISANO LA FAMILIA,CORP,RETAILERS,-117.1116,32.749706
11198,11198,2017004135,EL PATRON MEXICAN FOOD,SOLE,FOOD SERVICES,-117.12851,32.6991
11199,11199,2011001637,EL PATRON TRADITIONAL MEXICAN GRILL,SOLE,FOOD SERVICES,-117.12253600000001,32.917190000000005
11200,11200,1995006352,EL PICADOR FOODS,SOLE,RETAILERS,-117.05561999999999,32.573235
11201,11201,2007003849,EL POLLO GRILL,SCORP,limited-service eating places,-117.02965,32.74272
11202,11202,1997008879,EL POLLO LOCO #3377,CORP,FOOD SERVICES,-117.10065,32.583782
11203,11203,2003014105,EL POLLO LOCO #3493,LLC,limited-service eating places,-117.23576000000001,32.949806
11204,11204,2006008503,EL POLLO LOCO #3563,CORP,FOOD SERVICES,-117.21281,32.7507
11205,11205,2006008500,EL POLLO LOCO #3564,CORP,FOOD SERVICES,-117.14346,32.91272
11206,11206,2016024445,EL POLLO LOCO 3316,CORP,FOOD SERVICES,-117.13396499999999,32.69279
11207,11207,1996002291,EL POLLO LOCO RESTAURANT,CORP,FOOD SERVICES,-117.09773999999999,32.785683
11208,11208,2005007912,EL PORTAL MEXICAN GRILL,CORP,FOOD SERVICES,-117.15399,32.77571
11209,11209,2017006314,EL PRIETO INC,CORP,FOOD SERVICES,-117.06824499999999,32.594765
11210,11210,2017005406,EL REY COMICS,CORP,electronic shopping & mail-order houses,-117.15828,32.7199
11211,11211,2009002616,EL REY DEL PARCHE TIRE SHOP,SOLE,AUTOMOTIVE,-117.0841,32.58441
11212,11212,2018010704,EL RINCON RESTAURANTE,SOLE,FOOD SERVICES,-117.04508999999999,32.55254
11213,11213,2000011703,EL RODEO MEXICAN FOOD,PARTNR,FOOD SERVICES,-117.04863,32.768673
11214,11214,2015034377,EL RODEO RESTAURANT AND TACO SHOP,SOLE,limited-service eating places,-117.081696,32.791695000000004
11215,11215,2015046711,EL SABROSO TACO SHOP,SOLE,limited-service eating places,-117.044754,32.558285
11216,11216,2018023554,EL SONORENSE MEXICAN FOOD,SOLE,FOOD SERVICES,-117.10099,32.738440000000004
11217,11217,2015003270,EL SUPER LEON PONCHIN SNACKS INC,CORP,WHOLESALE,-116.95772,32.5577
11218,11218,2018022110,EL SUPER LEON PONCHIN SNAKCS INC,CORP,WHOLESALE,-116.97985,32.552597
11219,11219,2019002413,EL TIBURON,SOLE,FOOD SERVICES,-117.12551,32.82871
11221,11221,2017012186,EL TORITO MECANICO PARTY RENTALS,SOLE,PROPERTY SERVICES,-117.07815,32.698093
11222,11222,2018002082,EL TORO GRILL TAQUERIA,H-W,FOOD SERVICES,-117.0977,32.755302
11223,11223,2016013190,EL TORO PLUMBING INC,CORP,CONSTRUCTION,-117.72684,33.627213
11224,11224,2016009644,EL ZARAPE MEXICAN EATERY,LLC,FOOD SERVICES,-117.129295,32.762896999999995
11225,11225,2003024140,EL ZARAPE MEXICAN RESTAURANT,SOLE,FOOD SERVICES,-117.14627,32.761753000000006
11226,11226,2018018640,ELAHE TOULOUIE MD INC,CORP,HEALTH SERVICES,-117.18415,32.8185
11227,11227,2010009566,ELAINE  DAVIS,SOLE,ART AND PHOTOGRAPHY,-117.14664499999999,32.733086
11228,11228,1996012794,ELAINE GERTSER MD,SOLE,offices of physicians,-117.06223999999999,32.778079999999996
11229,11229,1997010250,ELAINES HAIRSTYLES,CORP,beauty salons,-117.15796999999999,32.77308
11230,11230,1991008314,ELAM'S HALLMARK #8,CORP,RETAILERS,-117.07658400000001,32.982323
11231,11231,2009024045,ELAMS HALLMARK #5,CORP,RETAILERS,-117.23048999999999,32.937893
11232,11232,2017015556,ELAN TRUCKING LLC,LLC,TRANSPORTATION,-116.93593999999999,32.556206
11233,11233,2014019708,ELANA REZMOVITCH  LCSW,SOLE,HEALTH SERVICES,-117.22966000000001,32.802265000000006
11234,11234,2011034187,ELBOW ROOM,LLC,FOOD SERVICES,-117.1427,32.827940000000005
11235,11235,2019001732,ELBRUS BIG BEAR,SOLE,RETAILERS,-117.07198000000001,32.970108
11236,11236,2011028148,ELCAPITAL MANAGEMENT,CORP,electronic shopping & mail-order houses,-117.14153,33.013844
11237,11237,2018025216,ELCO,LLC,WHOLESALE,-117.13893999999999,32.705284000000006
11238,11238,2015034315,ELCO REFRIGERATION SOLUTIONS LLC,LLC,WHOLESALE,-117.13893999999999,32.705284000000006
11239,11239,1996009274,ELDER INDEPENDENCE SERVICES,SOLE,other personal services,-116.99982,32.790565
11240,11240,1995004596,ELDER LAW AND ADVOCACY,CORP,civic & social organizations,-117.12043999999999,32.831309999999995
11241,11241,2016000644,ELDER PROTECTION CENTER,SOLE,on-line information services,-117.23921000000001,32.950256
11242,11242,2009017223,ELDORADO COMMUNITY SERVICE  CENTER.,NO/PRF,NON-PROFIT,-117.08493999999999,32.723503
11243,11243,1992004432,ELE CAB,SOLE,all other transit & ground passenger trans,-117.13141999999999,32.759956
11244,11244,1984006653,ELECOM SUPPLY CO,CORP,WHOLESALE,-117.21358500000001,32.751175
11245,11245,1985010718,ELECTION DATA CORPORATION,CORP,SCIENCE,-117.01199,33.228184000000006
11246,11246,2000008005,ELECTRA PRC INC,CORP,advertising & related services,-117.23671999999999,32.782158
11247,11247,1991006221,ELECTRIC CHAIR THE,SOLE,beauty salons,-117.250114,32.746277
11248,11248,2017013031,ELECTRIC ELECTRIC WORKS INC,SCORP,CONSTRUCTION,-117.162704,32.74992
11249,11249,1991009552,ELECTRIC IMAGES,SOLE,SCIENCE,-117.09109,32.841007
11251,11251,2014017981,ELECTRIC POWER SYSTEMS,SCORP,SCIENCE,-117.15028999999998,32.892559999999996
11252,11252,2019007725,ELECTRIC RAGS,SOLE,RETAILERS,-117.1392,32.697933
11253,11253,1993005328,ELECTRIC WEST,SOLE,CONSTRUCTION,-117.059265,32.75784
11254,11254,1985003777,ELECTRICAL RELIABILITY SERVICES INC,CORP,CONSTRUCTION,-117.12133,32.899345000000004
11255,11255,2007028848,ELECTRICAL SOLUTIONS,CORP,CONSTRUCTION,-116.99261000000001,32.65636
11256,11256,1984017724,ELECTRICAL SUPPLIES UNLIMITED,CORP,RETAILERS,-117.17698,32.886288
11257,11257,1998002656,ELECTRO SPECIALTY SYSTEMS,CORP,CONSTRUCTION,-117.15097,32.834656
11258,11258,2014017469,ELECTRO TEC ELECTRICAL CONTRACTORS INC,CORP,CONSTRUCTION,-117.55821999999999,33.883365999999995
11259,11259,1989007836,ELECTRO-OPTICAL INSTRUMENTS,SOLE,REPAIR SERVICES,-117.15149,32.830883
11261,11261,2014042355,ELECTROLYSIS BY SARA M SIGUENZA,SOLE,other personal care services,-117.19395,32.794567
11262,11262,2019005654,ELECTRON COMPUTERS SD,SOLE,REPAIR SERVICES,-117.06538,32.752575
11263,11263,2015039753,ELECTRONIC BALANCING CO INC,CORP,other business services,-118.25468400000001,33.774563
11264,11264,1996009122,ELECTRONIC CONTROL SYSTEMS,CORP,CONSTRUCTION,-117.05070500000001,32.943684000000005
11265,11265,1976023733,ELECTRONIC COUNTER CO,SOLE,WHOLESALE,-117.23083500000001,32.955096999999995
11266,11266,1998000385,ELECTRONIC PRINTING SOLUTIONS LLC,CORP,printing,-117.14587399999999,32.830690000000004
11267,11267,2007000449,ELECTRONICS UNLIMITED,SOLE,SCIENCE,-117.19683,32.776283
11268,11268,2015027371,ELEET MEDICAL TRANSPORT ,LLC,TRANSPORTATION,-117.036354,32.758312
11269,11269,2015044097,ELEGAN CONSULTING,SOLE,consulting services,-117.1583,32.720932
11270,11270,2019002095,ELEGANCE JANITORIAL SERVICES,SOLE,janitorial services,-117.05004,32.76757
11271,11271,2007028837,ELEGANT CAB,SOLE,TRANSPORTATION,-117.10376000000001,33.13881
11272,11272,2001000053,ELEGANT CLEANERS,H-W,CLEANING SERVICES,-117.11456000000001,32.96034
11273,11273,2013050532,ELEGANT DESSERTS,CORP,RETAILERS,-117.20641,32.729263
11274,11274,1992011407,ELEGANT EVENTS CATERING/MUSEUM CAFE,SOLE,FOOD SUPPLIER,-117.16366000000001,32.813359999999996
11275,11275,2015021728,ELEGANT HOME TODAY,SOLE,interior design services,-117.125114,32.897053
11276,11276,2016012976,ELEGANT SPA INC.,CORP,MASSAGE,-117.05899,33.001434
11277,11277,2017018516,ELEGANTE MEN'S WEAR,SOLE,CLOTHING,-117.03585,32.543827
11278,11278,2018026509,ELEGGUA PAINTING SERVICES,SOLE,other services to buildings & dwellings,-116.97763,32.636345
11279,11279,2014012639,ELEMENT CONSULTING SERVICES,SCORP,environmental consulting services,-117.14889,32.743305
11280,11280,2007026417,ELEMENT DESIGN BUILD INC,SCORP,"building, developing & general contracting",-117.01303,32.635998
11281,11281,2018010665,ELEMENT SURVIVAL,SOLE,RETAILERS,-117.219505,32.925323
11282,11282,2019002291,ELEMENTAL DENTAL AESTHETICS,SOLE,offices of dentists,-117.15225,32.890884
11283,11283,2019000935,ELEMENTARY INSTITUTE OF SCIENCE,NO/PRF,NON-PROFIT,-117.08445,32.711494
11284,11284,2018011826,ELEMENTS CAFE,SCORP,cafeterias,-117.08115,32.992107
11285,11285,2018006489,ELENA M YANCHAR,SOLE,HEALTH SERVICES,-117.12806,32.729637
11286,11286,2003002546,ELENA SLUTSKAYA,SOLE,other business services,-117.07216000000001,33.007422999999996
11287,11287,2018009078,ELENA VENTURA,SOLE,nursing & residential care facilities,-117.20366000000001,32.833813
11288,11288,1999007355,ELENA'S MEXICAN FOOD,CORP,FOOD SERVICES,-117.22683,32.902817
11289,11289,2009019463,ELENAS HOUSKEEPING,SOLE,janitorial services,-117.10826999999999,32.739670000000004
11290,11290,2003009709,ELEONORA A COLLINS,SOLE,other management consulting services,-117.06011000000001,32.5802
11291,11291,2004008051,ELEPHANT TREE SERVICE,SOLE,other services to buildings & dwellings,-117.173546,32.785990000000005
11292,11292,2012027833,ELEVATE SEMICONDUCTOR INC,CORP,WHOLESALE,-117.124825,32.832770000000004
11293,11293,2018024393,ELEVATED ACCOUNTING SERVICES,SOLE,FINANCE SERVICES,-117.05094,33.017056
11294,11294,2011015990,ELEVATED CHIROPRACTIC,SOLE,offices of chiropractors,-117.21621,32.750305
11295,11295,2018028082,ELEVATED SOLAR PERFORMANCE INC,CORP,CONSTRUCTION,-117.11533999999999,33.113003000000006
11296,11296,2004002492,ELEVATER DESIGN,H-W,graphic design services,-117.22791000000001,32.84182
11297,11297,2019000202,ELEVEN ELEVEN APPAREL,SOLE,RETAILERS,-117.2259,32.73596
11298,11298,2018008140,ELEVEN WESTERN BUILDERS INC,CORP,CONSTRUCTION,-117.1294,33.12672
11299,11299,1974012884,ELF PRODUCTS BY DEBBIE,SOLE,printing & related support activities,-117.191666,32.797523
11300,11300,1995010863,ELI BEN-MOSHE O D,SOLE,offices of optometrists,-117.24805500000001,32.745014000000005
11301,11301,2006014938,ELI GRAPHICS & TSHIRTS,SOLE,all other personal services,-117.04505,32.710682
11302,11302,2019004512,ELI LISSECK,SOLE,COMPUTERS,-117.16323999999999,32.745117
11303,11303,2017006785,ELI'S SIGNATURE PERUVIAN CATERING,SOLE,FOOD SERVICES,-117.08715,32.756733000000004
11304,11304,2013051761,ELIAS AUTO SALES,LLC,AUTOMOTIVE,-116.99932,32.57202
11305,11305,2014016762,ELIAS CADENA,SOLE,swap meet vendor,-117.214676,32.754191999999996
11306,11306,2007015413,ELIAS FAMILY LIMITED PARTNERSHIP,LP,PROPERTY SERVICES,-117.23146000000001,32.843616
11307,11307,2008042446,ELICIA DIAZ,SOLE,office administrative services,-117.23491000000001,32.785446
11308,11308,2013049921,ELICIA LASS BILLING SERVICES,SOLE,other business support services,-117.17280600000001,32.836624
11309,11309,2014033735,ELIE JOY INC ,SCORP,direct selling establishments,-117.05576,32.777893
11310,11310,2004000318,ELIJAH'S RESTAURANT,CORP,FOOD SERVICES,-117.16436999999999,32.83263
11311,11311,2016024614,ELIM COUNSELING CENTER,SOLE,SCIENCE,-117.15394599999999,32.826633
11312,11312,2018024939,ELIS CLEANING,SOLE,janitorial services,-117.138725,32.794964
11313,11313,2000010289,ELISABETH CAETANO,SOLE,HEALTH SERVICES,-117.125114,32.964058
11314,11314,2017014457,ELISABETH JUNE,SOLE,other personal services,-117.23749,32.7497
11315,11315,2019005982,ELISABETH SULLIVAN,SOLE,ART AND PHOTOGRAPHY,-117.14664499999999,32.733086
11316,11316,2018011900,ELISE B FITNESS,SOLE,all other personal services,-117.152695,32.77652
11317,11317,2018021145,ELITE ACCOUNTING GROUP,CORP,FINANCE SERVICES,-117.15676,32.712590000000006
11318,11318,2015000605,ELITE AUTO TEAM,SCORP,AUTOMOTIVE,-116.99682,32.572567
11319,11319,2019002444,ELITE AUTO WORKS,SCORP,AUTOMOTIVE,-117.02381000000001,32.763393
11320,11320,2017014798,ELITE BAKING,SOLE,FOOD SUPPLIER,-117.07777,32.966087
11321,11321,2010011981,ELITE BOOKSTORE,SOLE,BOOK,-117.16061,32.834686
11322,11322,2005012883,ELITE CAB,SOLE,TRANSPORTATION,-117.06924,32.811615
11323,11323,2019002171,ELITE CLEANING SYSTEMS,SOLE,janitorial services,-116.99805,32.755806
11324,11324,1999004918,ELITE CONCRETE RESTORATION INC,CORP,CONSTRUCTION,-118.13068,33.932392
11325,11325,2017015741,ELITE CONSTRUCTION MGT INC,CORP,CONSTRUCTION,-117.869606,34.093196999999996
11326,11326,2015040043,ELITE CONSULTATIONS INC,SCORP,consulting services,-116.95848000000001,32.630745000000005
11327,11327,2019002057,ELITE DOOR,CORP,CONSTRUCTION,-117.112045,33.600840000000005
11328,11328,1974009829,ELITE ESCROW SERVICES OF SAN DIEGO,CORP,PROPERTY SERVICES,-117.14883999999999,32.826122
11329,11329,2018028058,ELITE FUME INC,CORP,exterminating & pest control services,-117.053734,32.5933
11330,11330,2016008057,ELITE FURNITURE AND MATTRESS,SOLE,FURNITURE,-117.09381,32.576508000000004
11331,11331,2011008847,ELITE GLASS & WINDOWS INC,SCORP,CONSTRUCTION,-117.2799,33.133972
11332,11332,2007004186,ELITE GLAZING,CORP,CONSTRUCTION,-116.92823999999999,32.85646
11333,11333,2015031804,ELITE HANDYMAN SERVICE,SOLE,REPAIR SERVICES,-117.17695,32.803467
11334,11334,2018001196,ELITE HEATING & AIR CONDITIONING,SOLE,CONSTRUCTION,-117.283615,33.207558
11335,11335,2006014049,ELITE INT'L,NO/PRF,NON-PROFIT,-117.07307,32.712437
11336,11336,1999010286,ELITE LAMP TECHNOLOGIES/ELITE NEON CO,SCORP,MANUFACTURING,-116.9978,32.714923999999996
11337,11337,2017005728,ELITE LANDSCAPE & TURF DBAPACVIFIC PAVERS AND WALL,SOLE,landscaping services,-117.20253000000001,32.774857
11338,11338,2018002374,ELITE LANDSCAPE DEVELOPMENT INC,CORP,land subdivision & land development,-117.12315,33.128654
11339,11339,2013053710,ELITE MANAGEMENT VENTURES LLC,LLC,management consulting services,-117.16328,32.998726
11340,11340,2019005421,ELITE METRO CA LLC,LLC,RETAILERS,-117.11686,32.74974
11342,11342,1997006507,ELITE MOTORS,SOLE,WHOLESALE,-117.15045,32.823612
11343,11343,1998011997,ELITE NAILS,SOLE,beauty salons,-117.12785,32.83143
11344,11344,2014033778,ELITE OFFICE INSTALLATIONS,PARTNR,other services to buildings & dwellings,-116.81081,33.024190000000004
11345,11345,2009003064,ELITE ORTHODONTICS,SCORP,offices of dentists,-117.1576,32.79146
11346,11346,2017004395,ELITE PAPERWORK PROTECTION SOLUTIONS,SOLE,information & data processing services,-117.12118000000001,32.825478000000004
11347,11347,2016001816,ELITE PEDICABS,SOLE,pedi-cab (company),-117.15137,32.711529999999996
11348,11348,2016009025,ELITE PERFORMANCE,PARTNR,all other personal services,-117.13009,32.792393
11349,11349,2019005332,ELITE REGISTRATION & VERIFICATION SERVICES,SOLE,document preparation services,-117.19711000000001,32.891808000000005
11350,11350,2017007709,ELITE REMODELING AND DESIGN,SCORP,CONSTRUCTION,-117.14587,32.83076
11351,11351,2005015651,ELITE SALON & DAY SPA,LLC,beauty salons,-117.15896599999999,32.880398
11352,11352,2006014896,ELITE SANDBLASTING INC,CORP,CONSTRUCTION,-118.024185,34.044395
11353,11353,2018020673,ELITE SIGN SERVICES INC,SCORP,CONSTRUCTION,-118.00030500000001,33.743748
11354,11354,2003015323,ELITE SMOG & AUTO,CORP,REPAIR SERVICES,-116.94671000000001,32.813342999999996
11355,11355,2019000445,ELITE SPORTS OFFICIALS,SOLE,all other personal services,-117.02031000000001,32.63013
11356,11356,2003016489,ELITE UPHOLSTERY MFN,PARTNR,MANUFACTURING,-117.20083999999999,32.769287
11357,11357,2007008846,ELIXIR ESPRESSO BAR,SCORP,BARS,-117.16081000000001,32.716755
11358,11358,2018025409,ELIXR WAX BAR,LLC,"hair, nail & skin care services",-117.15632,32.71468
11359,11359,2014024260,ELIXR WAX BAR,LLC,beauty salons,-117.15632,32.71468
11360,11360,2018025400,ELIXR WAX BAR,LLC,beauty salons,-117.11075600000001,32.763283
11361,11361,2002002215,ELIZA HSIEH,SOLE,HEALTH SERVICES,-117.20053999999999,32.95232
11362,11362,2015033499,ELIZABETH  LACKOVIC,SOLE,PROPERTY SERVICES,-117.22291000000001,32.900898
11363,11363,1994006218,ELIZABETH A BYRD,SOLE,HEALTH SERVICES,-117.11129,32.76522
11364,11364,2018009787,ELIZABETH A CLAYPOOL,SOLE,offices of pt/ot/speech therapy & audiology,-117.11822,32.806374
11365,11365,2004001186,ELIZABETH A COOK MASTER HAIR DESIGNER & COLORIST,SOLE,PROPERTY SERVICES,-117.05921000000001,33.001373
11366,11366,2018016088,ELIZABETH A DEMMON,SOLE,ART AND PHOTOGRAPHY,-117.13375,32.75221
11367,11367,2017020346,ELIZABETH A SIMS EAS MOBILE NOTARY,SOLE,FINANCE SERVICES,-117.153275,32.74903
11368,11368,2018016525,ELIZABETH ALLEN,SOLE,SPORTS,-117.15738999999999,32.719894000000004
11369,11369,2016016252,ELIZABETH BISARYA,SOLE,HEALTH SERVICES,-117.18461,32.857642999999996
11370,11370,2017011577,ELIZABETH BRAVE,SOLE,FINANCE SERVICES,-117.14501000000001,32.75712
11371,11371,2003001459,ELIZABETH BROWN BOOKS & COLLECTIBLES,SOLE,electronic shopping & mail-order houses,-117.1246,32.725826
11372,11372,2018026884,ELIZABETH C BRUNK,SOLE,"management, sci & tech consulting services",-117.23348999999999,32.943752
11373,11373,2013068203,ELIZABETH CLEANING SERVICES,SOLE,janitorial services,-117.10828000000001,32.738644
11374,11374,2007017396,ELIZABETH COURTIER INC,CORP,SCIENCE,-117.242966,32.71952
11375,11375,1997009880,ELIZABETH E GREEN PH D,SOLE,HEALTH SERVICES,-117.17136399999998,32.748642
11376,11376,2013063725,ELIZABETH FARRELL DC,SOLE,offices of chiropractors,-117.25238999999999,32.799206
11377,11377,2010035047,ELIZABETH G BLUST ATTORNEY AT LAW,SOLE,LEGAL,-117.161026,32.717804
11378,11378,2008028254,ELIZABETH GORSICH,SOLE,other individual & family services,-117.15228,32.834457
11379,11379,1999013582,ELIZABETH J PARKS,SOLE,RETAILERS,-117.24814599999999,32.745067999999996
11380,11380,2015044982,ELIZABETH J VAUGHN ,SOLE,FINANCE SERVICES,-117.1867,32.76784
11381,11381,2018016106,ELIZABETH LOTTIG,SOLE,ART AND PHOTOGRAPHY,-117.12836000000001,32.948879999999996
11382,11382,2018022215,ELIZABETH OLIVA,SOLE,janitorial services,-117.07757,32.576485
11383,11383,2005014371,ELIZABETH P PETRICK,SOLE,janitorial services,-117.11716000000001,33.0122
11384,11384,2006016161,ELIZABETH SALADA MD A MEDICAL CORPORATION,CORP,HEALTH SERVICES,-117.057884,32.99759
11385,11385,2018001231,ELIZABETH SHOEMAKER PERMITTING,SOLE,all other support services,-117.25003000000001,32.746223
11386,11386,2015015765,ELIZABETH SLAGLE,SOLE,nude entertainment business,-117.20293000000001,32.747679999999995
11387,11387,2018015508,ELIZABETH T KOMINAMI ,SOLE,HEALTH SERVICES,-117.19635,32.89201
11388,11388,2003004064,ELIZABETH TREJO,SOLE,all other personal services,-117.25374599999999,32.735620000000004
11389,11389,2016009308,ELIZABETH WASHBURN,SOLE,ART AND PHOTOGRAPHY,-117.13941000000001,32.69793
11390,11390,1975019174,ELIZABETH WIED INTERIORS,SOLE,SCIENCE,-117.19209,32.75597
11391,11391,2013059206,ELIZABETH ZARANKA PORTRAITURE,SOLE,ART AND PHOTOGRAPHY,-117.12771599999999,32.75676
